vin,sellingprice
1zvht85h455209305,5880.25
1fafp55u11a128859,2967.5
jthbe1bl6d5001460,28639.82
jm3er2bm7b0405127,18645.5
2c3cdxct1eh315591,17180.0
5xxgn4a7xcg039135,11566.5
1g2zg57bx94117540,5728.25
3n1ab6ap9al644813,7281.5
jtjbt20x930014425,5805.5
1g6dt57v780164982,11684.0
2fmdk3kc4eba30799,19837.05
2c4rdgbg9dr616368,12940.0
1ft8w3bt5cea27096,17960.42
jthbe96s070016618,11369.25
jtmbk33v085063691,10402.0
3lnhm28t28r660744,8576.75
jtmbd31v275093545,10762.5
1gtek19z26z254627,8753.75
jtebu5jr0a5028050,13739.84
4t1be46k07u044069,5308.0
5xxgm4a7xeg282238,14630.75
5npdh4ae4eh505402,13961.0
wdbrf40j63f382931,2999.0
5tfhy5f11dx308848,6195.02
1n4aa5ap9bc866393,15425.25
1j4gz78yxwc163618,901.5
2t3bf4dv6bw173640,16355.25
1n4al3ap6dn429862,13421.25
1c3cdzab4cn136021,10822.015
1fmcu0dg1ckc48030,15945.75
jn8ae2kp0d9068333,16706.51
1mefm50ux2g620409,3055.0
1fmyu031x5ka88199,5128.0
5npet46c59h535167,7790.0
jn8cs1mw4dm173129,27704.32
1fmcu0gx4eub81474,18355.0
jtdkn3du5d1615796,12918.25
1fm5k8d89dga37233,23539.82
1ftpx14555na08675,7309.75
1fmhk8d85cga18738,21347.645
wddng71x07a121188,17571.03
1b3hb48b37d201969,6156.0
2hgfa16519h369184,5622.5
1gys4kef6br346956,17104.25
1b3cb4ha4ad603024,11580.64
2fmza52256ba56681,4991.25
1n4aa5ap8ec486577,14700.0
2g1wg5e33d1191129,9695.0
2fmdk4jc7dbb48738,20923.375
jn8az1mw3bw182053,13122.0
knafk4a67e5154467,11992.5
wddgf4hb8ea930911,18637.05
19uua8f20ca020058,16682.0
jn8as5mv1cw705624,15975.5
1g1jc6sg3d4231703,11366.0
knaft4a25a5242857,7873.825
wdbtk76g84t024831,3638.25
wba3a5c55cf345182,22700.725
1c4bjweg5dl655483,-4789.58
1gcec29029z162071,18860.57
1c4pjmak6cw120986,13153.92
1fmpu15576lb00788,6809.0
2gnfleek5c6358786,16222.005
2c4rc1cg3er180357,20371.75
2b3ka43r58h326800,6850.75
1g2zg558964261180,5999.5
wmwmf73518tt88928,8817.89
kmhhn65f76u206174,6912.0
2d4gv58205h591407,4366.875
1n4al11d96n405049,6373.5
jf1znaa18d2731233,19697.96
2hgfg1b99ah500776,8247.5
2t2bk1ba3cc153153,17489.66
1ftne2ewxeda19977,20771.0
jn8az1mw8dw313688,17039.52
1gbhg39c591143468,5431.0
wmeej3ba0ck553414,9212.75
5j6yh18798l015149,12710.64
2d4rn5dg4br721026,10384.81
1j4gx48s24c385874,5488.0
wbapt735x8cx00895,10814.89
1fbss31l53ha60766,2021.125
2fmhk6c85dbd11442,15683.535
5tftx4gn8dx024805,15023.27
wauhfaflxcn010306,14888.39
kmhgc4dd2du221586,14399.75
2c3ja53g25h678246,5646.5
1ftyr14u0wta78359,3123.75
jn1cv6ekxdm923406,22970.89
2fmdk4kc4cba79827,19974.52
1yvhp81a695m35040,7213.0
salmf13496a235125,6508.0
kmhfh4jgxda233076,14016.5
3fa6p0k99er301400,12734.5
2gnaldek6c1277684,15429.25
4jgcb65e67a056765,12897.75
5j6rm4h33dl071421,19047.25
4a32b3ff9ce023054,10937.75
1gcrkpea0cz276898,21665.75
2a4gp54lx6r781680,5832.75
5fnrl5h60cb073055,18445.75
1fm5k8d88ega09800,22909.36
1gtw7fca0e1906082,21648.21
1gkek63ux4j159713,5856.75
ja3au86u78u008441,7000.75
1g8al55f66z160145,4092.75
wbaet37465nj89798,7040.25
1g1ak15f177200574,5524.5
1n4al3apxdn440136,13747.0
3d7mx48c36g247655,9015.75
jthkd5bh7c2055355,18185.89
1fm5k8f85fga04570,22348.74
wdbsk75f43f060145,16121.46
1n4aa5ap8ac816289,11710.5
2fmdk4kcxdbb95356,16658.23
5yfbu4ee5dp087012,10886.265
2g4ws52j131114990,4233.75
1c4rjfcg7cc103273,19412.32
jthbf5c29d5187781,27247.0
2t1bu4ee8cc800628,10860.26
2c4rdgeg2er179133,16108.42
jn8as5mtxew603465,9698.01
5j6re4h71bl067297,16901.25
3fahp0ha3cr291860,10259.5
4jgbf7be5ca781293,24531.015
3g5da03l07s562513,9661.14
1n4bl11d96c251104,5825.25
jthbf5c25c2102810,23865.07
jm1cw2bl8d0149065,14943.96
3tmlu4en7em150625,18423.08
3vwsf71k36m629545,5795.75
wbafu7c58cdu58748,19159.585
3vwbx7aj5bm108602,9915.14
5npdh4ae0fh571222,16162.25
1n4al3ap8en260008,15234.75
1g6ky54911u182876,1766.125
1n4aa5apxbc856004,15637.0
1fafp56u67a191527,3847.75
jthch96s260017537,7554.5
4t1bf32k43u557395,4374.5
3fa6p0lu8er308079,18573.5
1n4al2apxcn413527,12224.75
jn8cs1mw3dm173915,25476.82
1ftne2ew4dda54948,18583.5
1ftpw14584ka09953,5989.0
1g1zd5e0xcf385031,9494.75
wbafr7c54cc810649,20726.52
1hgcp2f67ca142264,12749.5
1j4rr5gt4bc603765,18816.0
jtjbt20x350075451,6066.25
1c4njrfb3fd249037,16222.13
1yvhp80c385m20285,7103.75
4m2cn8b77akj08834,14169.57
1hgcp2f32ca079306,15032.25
jthcf5c24b5051415,19724.57
1vwbp7a31dc109607,14858.5
1gnkvgkd4dj194946,17785.755
5fnrl5h43cb013351,20712.25
3fa6p0h94er382314,15517.5
3vwsb69m92m095277,3302.25
1ftkr1ad0bpb02706,11761.95
1hgcp2f68ca145092,12878.75
wbagl63413dp61945,4677.75
1g11b5sa3df131680,11968.0
1n4al2ap4bc140482,9968.0
1b3el46x14n308491,4072.5
1n4al11d56n333816,6049.25
wbskg9c55ce797894,19406.56
1n4al3ap7dc912532,14243.25
3gkfk16r1xg529905,1252.875
wbaxg5c59cdx03671,22148.675
4n2zn16t42d808408,1916.0
1fmju2a59eef40614,8890.585
3c4pddbg0et211908,17118.5
2t3df4dvxcw191648,17503.25
1ftne24213ha50152,3105.875
1n4aa5ap5dc830123,16528.5
5gten13e588114084,16038.39
19xfb2f92ce015858,11909.505
3fa6p0h71er243840,15696.5
1g6dm577040113901,5410.0
1c4hjwfg8dl664400,1332.45
1j4fa39s76p781106,6758.5
1fmzu73k05uc04214,5615.5
jm1cw2dlxc0141481,16981.225
2hnyd18814h548804,6271.25
jthcf5c22c5057540,20979.25
1c3cdzab6dn607023,10043.005
1gcskse38az100409,20595.25
2t2zk1ba3dc124462,6081.39
1n4al3ap8fn311380,11651.5
jtjht00w923521747,2941.5
1n4al2ap8bc148553,11098.005
3fa6p0luxer308326,18669.75
1g6ds5e33c0100614,14254.0
6g2er57788l127964,9697.14
kmhec4a43da066396,13803.5
1fmcu9d79ckb22440,14457.75
1ftew1cm0ekd93017,23940.5
2t2bk1ba7cc145833,23569.12
5uxwx5c57blw13582,21066.585
1gnec13t24j223706,7155.25
1c4gp64l9yb658059,1278.5
2c3cdyag7dh604131,19947.25
1c3bcbfg8cn279810,10509.0
wba3a5c55ep601379,8553.23
5tdba23c64s003155,6852.75
knafx4a62e5097239,12153.5
wbabd534x6pl17693,6957.5
wbawb73547p021677,8811.75
3fahp0hg7cr419926,11280.755
4t1bf1fkxeu419703,15827.0
1vwah7a32dc088713,15062.75
wddgf4hb4cr216756,21300.75
jthbn36fx55021972,7898.0
wddgj4hb4cf802891,20817.75
5fnyf3h55db017208,20700.75
3vwrm71kx8m180209,5754.0
5fnyf4h73cb048964,19872.0
1a8hx58p77f544718,8736.75
1n4bu31d9sc101562,796.125
3d4pg5fv0at150580,9488.5
1fm5k7b89dga29971,24329.32
1fm5k8d85dgb79417,22530.545
2c4rdgbg9cr146454,10592.0
jtdkdtb36e1574688,12213.57
5npeb4acxch416211,10322.25
1ftne24w04ha63334,5476.0
1fahp32n49w170273,5535.75
knadm4a36e6394885,13486.0
yv4940dl1e2516909,20915.25
wbadm6344ygu28113,2638.25
5xyktca62fg600638,13461.78
2c4rdgbgxdr656040,14387.0
1zvbp8em3e5231769,17275.51
5npeb4ac1dh747390,12065.75
sajwa71b06sg49749,6597.5
2c3ccaagxeh232618,18352.5
2g1wf52e749274511,4388.0
1hgcs1b87ca014624,11696.0
5tdzk3eh7as019760,14078.25
1c3ccbbb1dn545698,10459.0
1gdgg31v061903480,4407.25
jh4cu2f40cc013422,16386.0
1j8gr48k89c543652,13627.25
1gcdt136758206181,8017.75
1g6kd54y35u238468,4278.375
yv1mh682452064955,4728.5
wa1wkafp8ca038020,17849.585
5xykt3a69cg300963,14238.515
2c3ja53g65h530438,5643.5
jteht05j732043105,7440.75
waujf78kx9n051245,7983.25
wddgf8ab3da803774,19281.55
1fadp3e29dl186382,12815.0
jm1bl1ug8b1901479,10567.5
1g1jc5sh9c4159245,9029.5
1ftfw1ct8ekd55644,25759.32
jtebu11f98k007353,14778.64
2g1fc3d31c9118200,20438.8
1ftpw14524kd61376,6964.25
jn8ar07s4xw366220,2305.125
jhmfa16886s002021,6376.0
1fmfk20557la13598,8664.39
jtkjf5c73c3031845,11818.0
1fmdu73w12uc78556,2538.25
jthbe262062004334,7387.0
1hgcp2f69ca058253,11706.25
1c4rjfag6cc226470,21286.57
1n4dl01axyc220729,1541.75
1n4al3ap9ec420585,15480.46
2t1bu4eexdc088902,13636.75
2hgfa55587h701059,4956.75
3n1ab7ap6el622733,10177.75
4a32b2ff9ce012307,8764.0
1n4al3ap4dc171921,13470.25
3fahp0ja9cr292361,11457.295
wauvt68e03a289215,3997.0
1ftfw1et2dfb12240,24442.82
jhmgd38617s046608,7659.5
1g1am15b567709265,4420.0
waubfafl6an051406,11750.57
2g1wg5ek0b1132088,8710.5
jm1de1ky4c0152251,8280.75
3fa6p0lu9er308365,18680.0
2g1wt58k489220398,6800.0
jn1cv6ar3cm970942,17693.5
3gtp2ve73dg327408,15855.77
5npdh4ae3dh364031,11599.75
1fmcu9c74ckb32584,12776.2
5n1ar2mm7ec632479,22845.07
wbana53524b848816,5539.5
kmhdh4ae0du591078,12140.25
jn8dr09y53w837283,5554.5
2g1wf52e049343300,4389.5
1n4al3ap2dn518991,12219.765
2fmdk3kc0eba39029,20756.5
4a4ar5auxde025109,17220.25
4jgbf71e07a277435,16422.39
1c4rjfjt0ec161941,22375.75
kndmg4c73e6543215,19018.07
4tawn72n1wz067204,2566.625
4t1ca38p94u023493,6802.25
wbawc73549e068865,11630.75
4t1bd1fk6cu030673,12896.255
2g1wc57m391241018,6741.25
sajea51c64wd55397,4432.75
kmhgc4dd7cu178426,12899.535
2fmdk4jc9cba76004,18991.11
2c4rdgeg7er431698,17782.0
1j4gl48kx3w625200,3294.25
1j4hr58215c694872,5982.25
1fmeu63e58ua62563,10086.25
2b4fp25b6yr855053,1403.125
5fnrl38727b424521,7995.5
1g6ab5r33d0144028,11158.0
1d7ha16k68j184239,8899.25
1g1ak52f957602626,6011.25
1d8gt58648w218755,13456.0
1g11c5sl9ef189907,15356.0
5fnyf3h55cb025307,20555.75
1j4gw48n24c120773,5790.0
2b3ka53h37h686434,6208.5
19uua5659xa002897,1173.5
jt2bk12u920040680,3353.0
1g4hd57237u173862,7013.89
2c3ccagt2dh683335,18514.0
5npdh4aexdh321788,12293.21
jn1cv6ar3cm977843,19753.25
3fahp08z47r131014,3917.0
wauffafl1ba096599,14964.89
1g1pf5scxc7224267,9230.0
2hnyd18954h519301,5773.5
1fadp3f26el185674,10512.0
1n4al2ap0bn461388,10447.75
jn1cv6ap2cm622967,20014.5
wmwrf33517tg17673,7745.25
1ftsx21p55ea51757,7850.0
1ftex1cmxdfa39798,22243.26
1j4gs48k86c217044,7035.0
1gnec13v33j181353,5628.5
3fahp0ha2cr398852,12207.5
3fa6p0h90dr152655,14153.75
1ftww31p76ed61744,12648.5
1n4al3ap7dc906455,13037.25
jthbk1eg6c2497691,22901.25
wbaam3333xkc58754,2634.0
5xxgm4a73dg182609,13162.51
3fa6p0h77dr147953,13222.75
jthcf5c28b5050719,19578.57
1fm5k7f85dgb32072,24056.5
2a4rr5d1xar346670,12593.75
5tfnx4cn1bx002480,16689.46
1fm5k8d87egc50750,22212.885
1fmju1h55cef02858,12066.895
1n4al3ap1ec157167,13907.5
3gtp1ve02cg224288,15165.25
3fa6p0k91dr147926,14143.0
3ln6l2gk2er828137,21529.5
wdbuf26j35a689186,6340.0
jn8az1mw3bw181730,14550.65
5gakraed4cj154842,18854.75
4s4brbcc7e3258193,22285.0
1c3cdfaa0dd346418,12917.89
2a4gm68476r693509,5781.375
5npec4abxch410087,12377.75
2ftrx17w24ca01622,6037.5
1g1pc5sb5e7388352,12650.75
kmhcn4ac4bu605337,9157.5
wddgj4hb2df946456,21761.75
2g4ws52j621182099,4120.75
4t4bf3ek2ar068282,8102.25
3gnfc16008g200289,6897.25
1g1pf5sc9c7123141,9324.25
1gc4k1c84bf188198,20176.25
1fmhk8d88cgb04044,24298.82
1fmdu63x6yza35758,1626.5
1gchg35u841130250,4724.5
4t1bf1fk3eu420353,15587.25
kmhdu4ad1au120345,5603.57
wauhfafl9en007707,14448.83
1g1je5sbxe4177567,11441.0
1c4njcbb6cd626250,13086.08
1n4al3ap0dn488504,11142.04
1n6af0ly3en104106,22633.25
ja4ad3a3xez019526,17766.53
1nxbr32ex6z726342,5839.25
1ftfw1et8eke40626,26406.0
3ln6l2j97dr825772,20863.75
jtjhy7ax4a4043487,15400.81
2c3cdxbg5ch296724,14330.005
kmhdu46d98u345129,6085.25
kmhcn36c47u039206,4765.25
1n6bd0ct0ac446701,19837.25
1j8ff47w47d278969,10050.75
2gnflnek9d6213977,18521.75
1n4al2ap6cc173940,12632.0
wvgav7ax5cw557624,17294.125
wddgf8bb9br151093,17445.75
2t1burhe2ec145197,13937.0
5uxzv8c55cl425052,19204.19
4f2cz94103km07125,6485.25
1gndv23148d201589,4509.75
3n1ab6ap8cl743710,11701.75
2d4gp44l56r836085,7436.25
zfbcfach7ez005432,13888.015
1g11c5sa4df210174,11628.25
wbsde93493cf92356,5198.5
jtezu17r640020809,7088.25
1d7hu18n05j577776,7978.25
5uxzv8c50cl423449,21076.355
1fmcu0g94dua54773,15073.8
wbavm1c56dvl64436,19460.34
jnrar07y2xw068040,2605.625
3gnfk16zx4g256638,5399.0
1gks2ke71er202972,487.79
1n4aa5ap5bc818356,14326.5
1g2za5e02a4162107,7697.96
wddsj4eb8en039927,21213.89
wbafr9c57bde82246,17436.34
1g1zc5eu6cf168226,9505.5
3fahp07127r135669,9008.25
jn8af5mr0dt206355,14799.25
2gnflgek4d6317613,14304.505
1ftyr14u47pa62983,4241.0
3fahp07167r268242,5919.5
3fahp0ja6br323614,9171.0
3c4pdcab5dt722691,12118.5
2c3ka53g36h259442,6630.75
1g6dp577870111325,10410.25
wbalm1c5xce633818,22228.13
1fafp56u27a143975,4058.25
2g1wb57kx91282523,6094.5
1gndv33188d146487,6994.25
3gnal2ek5ds624027,17393.755
1hgcm826x7a005164,7209.5
5yfbu4ee7cp053023,12316.75
2g1115sl8f9102241,17522.0
waudf98e98a065503,7063.5
ml32a3hj7eh006846,10578.57
2gnaldek8d1183212,16674.5
jnkcv64e49m605537,9422.0
19uua76588a047648,8677.5
5j6rm3h72cl011903,19596.25
3gnca13b79s625392,5637.5
1g6kd54y35u145627,4372.75
3g7da03e62s560251,2165.0
1fafp53u04g130722,4941.5
1fahp35n39w193281,9132.64
3c63drgl5cg285646,6140.76
3gcek23m39g283237,17586.5
3fahp0ha8cr420725,10423.25
2cnflcew7a6357776,13517.39
3fa6p0hr8dr337732,13021.0
2hgfg3b50eh520607,15146.0
jthbf5c21d5192649,27265.5
4t1be46k49u807083,5653.0
jn1ca21d5vt858757,2340.625
1hgcp2f46ca060346,10909.015
2t1burhe3ec010360,13160.75
2fabp7bv5ax113795,11288.0
jn8az1mw0cw200560,19052.5
1n4al2ap5cc186839,13036.75
5tdza3eh4ds041240,17903.16
2hgfg21597h707424,4966.25
jhlrm4h75cc004670,19905.57
5npeb4ac8dh680075,12196.765
3fa6p0hr5er171882,11770.44
1ftne14w77da27632,4150.75
jtlze4fe7dj031642,14583.9
2d4rn5d16ar459598,13479.07
1fm5k7f81ega49904,23015.14
wp0ab2a94ds122393,6286.83
4jgbb86ex6a120889,7128.25
1fa6p0h70e5373630,14840.0
1gnec16z92j301542,2465.5
4t1bf1fk4du655486,12888.0
5j8tb1h52ba002750,13726.69
1fmeu63e36ua41983,6292.5
2c4jdgag5cr193432,15518.5
yv1cz852651205569,4788.25
wba3a5c54df351962,16197.36
wa1cfafp4ba009992,16258.46
1fmzu35pxwud41891,1212.875
wp1ab29p86la67431,9480.5
1j4fa54167l113932,15830.25
jn1ca31dxyt746403,1294.75
5fnyf4h79bb008614,17360.25
1ftzr15e81ta45128,1449.375
ys3ed49zx33002837,4444.5
5yfbu4ee9dp185282,13378.25
1n4al2ep5dc185430,12578.755
5j6yh18305l010687,3311.875
kndjd733255467602,4656.25
1n4aa5ap0dc832037,15227.0
3lnhl2gc3cr805920,16450.0
jn1cv6el9cm471553,22230.32
1g1zh57b094110095,5491.25
1g1pe5sb8e7180525,12595.5
wdbtk75g96t057096,7474.75
jn1by1ap1cm335125,22458.03
1ftfw1r60bfa07424,20586.24
3fadp4fj6em103664,14039.25
1gc1kxc81bf237105,15673.79
2fmdk3kc5eba71586,22848.25
1fmfk185x8la48542,10658.0
1gtw7fca2e1908626,22509.0
5n1al0mn2ec500986,-7380.14
wbana73554b806040,6700.25
5xyktca62fg561257,19659.25
3gtu2vec3eg119479,17226.78
2c4rdgbg9dr647989,12331.505
3gcukrec1eg451623,27008.5
1c3cdzcb6dn681572,10815.775
4t1bf3ek5bu681881,8999.0
5npeb4ac3ch453357,12596.5
2gcec19v211407938,2518.625
3vwd07aj8em236544,15539.25
1ftne2ew2eda13607,21506.07
19xfb2f56ce062985,10921.005
2fmdk3jc3dbc57076,20794.355
kmhct5ae9du117694,11407.0
3vwck21y73m304657,3479.5
1g2nw12e41m520901,1637.875
1ftfw1et8dfa78790,22566.76
4t1bf1fk4eu399271,14926.07
2c4rc1bg2er357689,18990.5
jn1by1ar5cm393112,22569.25
4t1bf28k3yu938258,1759.5
5tdzk23c27s057553,7452.0
1n4aa5apxcc817334,16375.5
4t1bf1fk7eu399832,15575.0
kmhhn65f85u177038,5333.0
1fahp2e83dg138868,11289.06
1c3cdfaa0dd194754,13351.5
jf1gh6d68bh823939,9408.0
3gtp2xe25bg356390,17852.52
2c4rdgbg2cr218448,11742.0
jn1cv6ar8bm411515,18686.5
knage123785199976,7682.14
1fmyu60ex2ub96459,2541.75
1ftne24l29da93925,8861.75
3vwva7atxcm618641,12129.75
1yvfp84c665m54123,5469.25
5tdbk3eh8ds215003,18141.255
jn1cv6ek7dm920799,23572.5
1n4ba41e35c863670,5852.0
2t2ha31u74c038898,8050.5
2t1bu4ee7bc588321,9543.0
2hgfa16538h345290,8359.25
1ftfw1cf7dfd76292,19323.94
1c3ccbbb6dn765547,11458.0
1n4al3ap2dc168919,10919.25
wddkj5kb6ef225728,19826.36
2gnalbek4d6251674,16102.505
1g1zs52f84f198337,5053.5
1d7he48n88s567803,7904.5
jn1cv6ar1cm671336,20370.375
wbavb33566ks33058,6580.5
1fafp55u23g224774,3340.75
3vwpg31c46m407407,6050.25
2d4gp44l25r458967,6590.5
1gkfc16087r220172,14252.89
1c6rr7ftxds618208,19449.535
3fadp4bj3dm220882,12963.07
1nxbr32e74z204782,6022.5
1c3cdfaa3dd127520,10147.405
1nxbr32e76z678346,5664.75
1fafp33p7yw122630,1321.625
4t1bf1fk6du703439,13563.75
1fmcu9eg3cka41044,17028.87
wdbuf65j83a281448,5786.5
4jgda5hbxda173537,-1886.15
5uxzv4c58d0e08101,16228.27
wp0cb2a84ds132440,3901.57
yv1622fs8c2139188,11542.755
1g6ds1ed3b0126257,18489.39
1g1yy25w395111171,16364.25
4t1bf1fk2cu035458,12850.25
1hgcp2f48ca108008,14520.0
kmhcn4ac2bu609712,8316.5
jhmze2h5xas009927,9111.5
2ctfleew0a6275392,14072.75
1c3cdfaa4dd266751,13702.0
5xxgn4a6xcg017949,13056.255
1fahp25116g118320,5641.75
1j8hg48k86c345868,6623.75
4jgbb5gb9aa541823,17255.3
wba3b1g52ent01424,9754.06
1n4aa5ap1ac857007,11975.32
wdbuf87x68b287313,14150.89
