vin,sellingprice
1b3cc4fb9an189063,6858.338268153861
1gndt13s662358557,3749.2581784047516
wddgf4hb5cr239429,21766.105217622506
km8jt3ab7cu401390,13785.853315754015
1gkev23768j263857,9964.435851488412
jthbf5c24c5176380,22349.626410403886
1hgcg165x2a027836,3016.90454625199
kmhd35le6du156678,14632.39858648994
wbavm1c51dvw41350,24163.632705522337
1c4rjeag7ec144910,22201.901203058107
2d4rn4de8ar496990,6478.857148839905
4t1bf1fk7cu098636,12735.298064182667
wauaf78e26a046795,7337.899432729586
1gkdt13s122106237,2701.19318359136
1n4ba41e66c829787,8073.398733476298
4t3zk3bb8au024609,15874.313858962229
1fm5k8d83dgb86317,24744.90991173943
1n6ad0ev4ac404087,15968.786157900715
2c3ccabg4eh261658,18990.843432051435
1fafp552x3a196871,1142.8250262260299
1gnscbkcxfr160773,-20065.56526436648
kmhct5ae1du137471,10250.201711700412
2hges16543h601504,2565.257974595532
wba3b5g51fns15840,-21368.815141867286
3c4pdddg8dt615227,15202.087476373825
jthce1blxd5001563,-4.440251028659986
1j8gl58k85w613103,4569.521068791636
3fahp0gaxcr304900,10827.003683029947
1ftnf1cf0ekd48113,25720.614368167167
1fahp2f83eg183230,19462.06819487711
1g1jc6shxd4189457,10061.669390230236
1fmzu73k53uc18137,2430.3473228883486
1fmcu0h92dud56139,16296.024097000765
jm3ke2cy8f0434836,19972.633583791234
1g1zf57579f254408,5370.329865155227
jthbk262982063524,11151.08533099222
3n1bc1cp1al391729,5329.894361301335
4t1be46k47u032443,6904.594151616053
jn1cv6ap9dm713252,21971.984681483496
jtlkt334264049092,4667.392936301226
4jgdf7ce4da223492,-28116.973821373795
wp0ab2a90ds123041,1391.103889531234
2g1wf5e37d1220344,10390.764307800542
1c3cdfbaxdd268356,12612.406985597983
1j4rr4gg4bc555195,21597.284587178005
1gyek63n92r200314,4096.126950378393
5j6rm4h55cl021118,21099.697215844713
jm1bl1uf3b1390089,8896.041987488543
1nxbu4ee9az306581,9114.805364996952
3ln6l2gk8er825498,23372.774025084927
kmhcn46cx9u341270,3922.1686019085637
1fmjk1h5xbef34161,21300.848020566405
jm1gj1v66e1162487,18819.71884066889
1fafp55s53g166741,3180.570414900367
jhlre4h47bc035761,19509.316291925905
1hgcg56702a023996,3900.1665531058625
3vwrt71k66m746558,4948.771664487894
5tfdw5f17cx249548,8482.203520287838
2c4rdgcg8er253237,16890.53186097542
19uua56883a074677,3095.3078604400325
2lmdu68cx8bj05646,11771.442917938444
5n1ar18u67c626356,7247.552777298991
1ftne2ew8eda20173,21709.32128555255
1fahp3gn9bw184524,7663.494119248612
19xfb2f5xee243381,11457.543833569202
1gtw7fca5e1905770,20992.777639623437
1zvht85h455209305,7179.812002677607
1fafp55u11a128859,3041.229279930989
jthbe1bl6d5001460,375.3591581548899
jm3er2bm7b0405127,10882.008002729794
2c3cdxct1eh315591,16754.473016592903
5xxgn4a7xcg039135,10432.59254200922
1g2zg57bx94117540,4646.567141848694
3n1ab6ap9al644813,6880.8401392593205
jtjbt20x930014425,5860.9160398790145
1g6dt57v780164982,10394.312224030245
2fmdk3kc4eba30799,21839.496350333306
2c4rdgbg9dr616368,11447.089742181066
1ft8w3bt5cea27096,-6494.012199739114
jthbe96s070016618,13464.190514641869
jtmbk33v085063691,7674.886159945051
3lnhm28t28r660744,8080.973600280228
jtmbd31v275093545,7690.220600322208
1gtek19z26z254627,12533.008509409477
jtebu5jr0a5028050,22922.315061693847
4t1be46k07u044069,5780.594489693573
5xxgm4a7xeg282238,15294.59355846365
5npdh4ae4eh505402,14130.31424801226
wdbrf40j63f382931,4813.9829096374015
5tfhy5f11dx308848,10304.949870158383
1n4aa5ap9bc866393,17742.313671814518
1j4gz78yxwc163618,3408.5718369494734
2t3bf4dv6bw173640,15447.890224546874
1n4al3ap6dn429862,13311.087874781062
1c3cdzab4cn136021,9512.040903233868
1fmcu0dg1ckc48030,16417.565156632976
jn8ae2kp0d9068333,17825.194274936373
1mefm50ux2g620409,2143.4484498654183
1fmyu031x5ka88199,5371.319929772836
5npet46c59h535167,6759.87968479016
jn8cs1mw4dm173129,22038.396660184997
1fmcu0gx4eub81474,18421.667151113495
jtdkn3du5d1615796,16169.43735671165
1fm5k8d89dga37233,25330.054408139003
1ftpx14555na08675,7944.276890977724
1fmhk8d85cga18738,21679.48855398551
wddng71x07a121188,21355.8757847146
1b3hb48b37d201969,3797.4779683204606
2hgfa16519h369184,5509.546650708837
1gys4kef6br346956,15361.843671280229
1b3cb4ha4ad603024,8063.778276783549
2fmza52256ba56681,3199.763977624274
1n4aa5ap8ec486577,17403.991910389075
2g1wg5e33d1191129,9789.242249151235
2fmdk4jc7dbb48738,22788.207636900872
jn8az1mw3bw182053,17316.289017398325
knafk4a67e5154467,11392.950408051101
wddgf4hb8ea930911,24755.73601312469
19uua8f20ca020058,19884.428193290765
jn8as5mv1cw705624,14946.194058111796
1g1jc6sg3d4231703,9899.92590489285
knaft4a25a5242857,8305.382725617286
wdbtk76g84t024831,3524.0990489119067
wba3a5c55cf345182,22754.690511147965
1c4bjweg5dl655483,22477.290281302987
1gcec29029z162071,18407.171221167846
1c4pjmak6cw120986,13400.2415682045
1fmpu15576lb00788,6937.947880801157
2gnfleek5c6358786,14729.918897795284
2c4rc1cg3er180357,19182.607770226925
2b3ka43r58h326800,3838.9039083461757
1g2zg558964261180,2908.24444058651
wmwmf73518tt88928,8191.465249379179
kmhhn65f76u206174,4143.207072410774
2d4gv58205h591407,2031.8696204503667
1n4al11d96n405049,6716.477181677061
jf1znaa18d2731233,19285.285042309813
2hgfg1b99ah500776,6459.1159213825695
2t2bk1ba3cc153153,26395.47195133443
1ftne2ewxeda19977,20965.967785744455
jn8az1mw8dw313688,21530.396032440025
1gbhg39c591143468,10083.524881932135
wmeej3ba0ck553414,7368.427070574311
5j6yh18798l015149,10400.351161984765
2d4rn5dg4br721026,8485.115249016628
1j4gx48s24c385874,6930.6973397833535
wbapt735x8cx00895,10312.956134386719
1fbss31l53ha60766,5187.1347416056615
2fmhk6c85dbd11442,19849.501994890943
5tftx4gn8dx024805,19155.766334020664
wauhfaflxcn010306,20195.583434339896
kmhgc4dd2du221586,19339.614818700524
2c3ja53g25h678246,3665.7349311517946
1ftyr14u0wta78359,6620.433361602138
jn1cv6ekxdm923406,23712.980367212556
2fmdk4kc4cba79827,20205.39588033364
1yvhp81a695m35040,6186.925369759464
salmf13496a235125,9600.385176426353
kmhfh4jgxda233076,19105.274736492967
3fa6p0k99er301400,12910.465275706589
2gnaldek6c1277684,13920.598362698114
4jgcb65e67a056765,8574.739719529614
5j6rm4h33dl071421,24068.574658940768
4a32b3ff9ce023054,7539.709346760976
1gcrkpea0cz276898,19726.904230561177
2a4gp54lx6r781680,4335.840971805596
5fnrl5h60cb073055,22094.523356533173
1fm5k8d88ega09800,23985.10095628043
1gtw7fca0e1906082,21509.635352017795
1gkek63ux4j159713,7044.265309489504
ja3au86u78u008441,6226.0022053415805
1g8al55f66z160145,2130.8310638052917
wbaet37465nj89798,8611.287930204388
1g1ak15f177200574,3800.878765983938
1n4al3apxdn440136,13099.113973015496
3d7mx48c36g247655,15472.422308092842
jthkd5bh7c2055355,20699.81370942968
1fm5k8f85fga04570,2553.831938134752
wdbsk75f43f060145,15827.100391076121
1n4aa5ap8ac816289,12734.222597117496
2fmdk4kcxdbb95356,20922.081191367943
5yfbu4ee5dp087012,10831.528870501941
2g4ws52j131114990,2327.810308949576
1c4rjfcg7cc103273,23484.032024789096
jthbf5c29d5187781,24295.02784467724
2t1bu4ee8cc800628,10780.811256900883
2c4rdgeg2er179133,17396.587332888867
jn8as5mtxew603465,17031.295634244743
5j6re4h71bl067297,19453.162405765877
3fahp0ha3cr291860,10114.131781851354
4jgbf7be5ca781293,6918.527950433549
3g5da03l07s562513,6447.150529455905
1n4bl11d96c251104,5310.052374481811
jthbf5c25c2102810,22823.143272654248
jm1cw2bl8d0149065,7807.824344205543
3tmlu4en7em150625,23897.283925653548
3vwsf71k36m629545,5227.903193754586
wbafu7c58cdu58748,23904.613876002495
3vwbx7aj5bm108602,9643.97365916865
5npdh4ae0fh571222,8410.319086311418
1n4al3ap8en260008,14873.954873834295
1g6ky54911u182876,1596.6112834445557
1n4aa5apxbc856004,17333.731050993272
1fafp56u67a191527,4723.251845549546
jthch96s260017537,12371.350370292022
4t1bf32k43u557395,2687.530847389038
3fa6p0lu8er308079,19009.63541056683
1n4al2apxcn413527,12705.684933830793
jn8cs1mw3dm173915,22052.44670412166
1ftne2ew4dda54948,20536.084137139835
1ftpw14584ka09953,6122.680621938778
1g1zd5e0xcf385031,10030.148034378632
wbafr7c54cc810649,25460.856343998945
1hgcp2f67ca142264,13120.210576756263
1j4rr5gt4bc603765,21684.16283853886
jtjbt20x350075451,6352.860648748002
1c4njrfb3fd249037,18817.946807178916
1yvhp80c385m20285,6239.542133527669
4m2cn8b77akj08834,10079.932033245368
1hgcp2f32ca079306,13120.210576756263
jthcf5c24b5051415,19344.92387558599
1vwbp7a31dc109607,13831.139152792166
1gnkvgkd4dj194946,17216.56333616699
5fnrl5h43cb013351,18947.212443833057
3fa6p0h94er382314,16768.64136422315
3vwsb69m92m095277,2840.78937959026
1ftkr1ad0bpb02706,9188.923247952316
1hgcp2f68ca145092,12389.339622931218
wbagl63413dp61945,1008.2376384421823
1g11b5sa3df131680,13094.03721125247
1n4al2ap4bc140482,8698.658811380144
1b3el46x14n308491,2495.3543275716947
1n4al11d56n333816,5386.104702489489
wbskg9c55ce797894,-24497.373940347432
1n4al3ap7dc912532,13631.756818654165
3gkfk16r1xg529905,3078.664157010033
wbaxg5c59cdx03671,25197.211408456882
4n2zn16t42d808408,3297.3968207552207
1fmju2a59eef40614,20692.552325360193
3c4pddbg0et211908,17367.206905596227
2t3df4dvxcw191648,17917.388929157158
1ftne24213ha50152,2968.8658423935212
1n4aa5ap5dc830123,18179.859030562162
5gten13e588114084,12132.926999629612
19xfb2f92ce015858,11652.89272897088
3fa6p0h71er243840,16138.828728125192
1g6dm577040113901,4180.577227093759
1c4hjwfg8dl664400,22496.098923044174
1j4fa39s76p781106,8997.432189170728
1fmzu73k05uc04214,5364.898421108219
jm1cw2dlxc0141481,9596.940876125676
2hnyd18814h548804,6639.761229097828
jthcf5c22c5057540,22330.44924741179
1c3cdzab6dn607023,10182.736318514024
1gcskse38az100409,19231.6866503587
2t2zk1ba3dc124462,5112.694876966499
1n4al3ap8fn311380,13617.507649508007
jtjht00w923521747,3781.1692567731416
1n4al2ap8bc148553,10884.553030577132
3fa6p0luxer308326,18400.454148525714
1g6ds5e33c0100614,19300.18573219439
6g2er57788l127964,10143.045873715448
kmhec4a43da066396,13819.548261165994
1fmcu9d79ckb22440,16375.477206938269
1ftew1cm0ekd93017,26551.08143643895
2t2bk1ba7cc145833,25327.438384902445
5uxwx5c57blw13582,23459.84217648705
1gnec13t24j223706,7883.479758971716
1c4gp64l9yb658059,3244.345334480231
2c3cdyag7dh604131,23157.801775958687
1c3bcbfg8cn279810,9449.87140138009
wba3a5c55ep601379,-7353.948223532076
5tdba23c64s003155,5881.323301797543
knafx4a62e5097239,11183.949584046683
wbabd534x6pl17693,6259.767585738684
wbawb73547p021677,9112.341694391078
3fahp0hg7cr419926,12036.600143812055
4t1bf1fkxeu419703,15304.814230754313
1vwah7a32dc088713,14058.479266162427
wddgf4hb4cr216756,22221.225931525987
jthbn36fx55021972,10790.872550595852
wddgj4hb4cf802891,22214.832264923658
5fnyf3h55db017208,24113.963986758667
3vwrm71kx8m180209,5848.882718422468
5fnyf4h73cb048964,22170.164512551295
1a8hx58p77f544718,7630.35011589352
1n4bu31d9sc101562,998.062631061799
3d4pg5fv0at150580,6827.1237166896835
1fm5k7b89dga29971,25279.590029642255
1fm5k8d85dgb79417,23839.83152939631
2c4rdgbg9cr146454,9519.234518534455
jtdkdtb36e1574688,17533.412837775548
5npeb4acxch416211,11216.423390276726
1ftne24w04ha63334,4051.5143249035436
1fahp32n49w170273,4588.297369609349
knadm4a36e6394885,12214.599552316064
yv4940dl1e2516909,22636.46012906985
wbadm6344ygu28113,4652.9415610166725
5xyktca62fg600638,20233.257403752155
2c4rdgbgxdr656040,12115.449511429575
1zvbp8em3e5231769,18777.92209060982
5npeb4ac1dh747390,13045.754337020768
sajwa71b06sg49749,5434.132200491521
2c3ccaagxeh232618,17845.60495385691
2g1wf52e749274511,2295.975686320924
1hgcs1b87ca014624,10950.207490522045
5tdzk3eh7as019760,15332.972960027231
1c3ccbbb1dn545698,9429.762276127623
1gdgg31v061903480,5733.863894999652
jh4cu2f40cc013422,18449.99107477136
1j8gr48k89c543652,10330.848864897624
1gcdt136758206181,7589.98238083087
1g6kd54y35u238468,2024.4123332739873
yv1mh682452064955,2336.0540510637074
wa1wkafp8ca038020,23786.93948017435
5xykt3a69cg300963,15420.69940359263
2c3ja53g65h530438,3929.756832252652
jteht05j732043105,10897.175979846423
waujf78kx9n051245,11606.182384943106
wddgf8ab3da803774,22544.56892873895
1fadp3e29dl186382,11821.283351483344
jm1bl1ug8b1901479,11049.575796888776
1g1jc5sh9c4159245,8173.674638805851
1ftfw1ct8ekd55644,23845.753855637086
jtebu11f98k007353,18648.503992728507
2g1fc3d31c9118200,19827.719815373785
1ftpw14524kd61376,6930.087237236638
jn8ar07s4xw366220,4987.95171798583
jhmfa16886s002021,4514.67285283606
1fmfk20557la13598,10836.989595339604
jtkjf5c73c3031845,12456.299432945852
1fmdu73w12uc78556,2458.0812432170896
jthbe262062004334,11101.149318754271
1hgcp2f69ca058253,11305.139912706469
1c4rjfag6cc226470,23085.910914070337
1n4dl01axyc220729,547.9459576525005
1n4al3ap9ec420585,14942.064107273927
2t1bu4eexdc088902,11735.682609496262
2hgfa55587h701059,4619.395803143015
3n1ab7ap6el622733,10634.28616625004
4a32b2ff9ce012307,6714.219090286147
1n4al3ap4dc171921,11898.79869293262
3fahp0ja9cr292361,12072.03010033531
wauvt68e03a289215,5340.4228833226625
1ftfw1et2dfb12240,23612.690385009308
jhmgd38617s046608,6114.044800738538
1g1am15b567709265,3360.4922533274694
waubfafl6an051406,15966.071367529586
2g1wg5ek0b1132088,8433.374491193976
jm1de1ky4c0152251,7480.39919985153
3fa6p0lu9er308365,19230.4977566624
2g1wt58k489220398,7393.074238508765
jn1cv6ar3cm970942,18420.81218638763
3gtp2ve73dg327408,23607.86985290607
5npdh4ae3dh364031,11554.098395049805
1fmcu9c74ckb32584,17025.322212582072
5n1ar2mm7ec632479,25618.483013103876
wbana53524b848816,5132.835622025055
kmhdh4ae0du591078,11918.981087815935
jn8dr09y53w837283,7964.772550436401
2g1wf52e049343300,2053.6455556637666
1n4al3ap2dn518991,13311.087874781062
2fmdk3kc0eba39029,22214.574916356185
4a4ar5auxde025109,17803.442039890455
4jgbf71e07a277435,14113.955999502215
1c4rjfjt0ec161941,23341.404602031093
kndmg4c73e6543215,16806.36770969481
4tawn72n1wz067204,9088.905673093792
4t1ca38p94u023493,3098.801318321397
wbawc73549e068865,12488.00014417529
4t1bd1fk6cu030673,17667.495206769818
2g1wc57m391241018,5954.1905409523915
sajea51c64wd55397,2705.7313878177647
kmhgc4dd7cu178426,19276.114751009984
2fmdk4jc9cba76004,20227.685140338654
2c4rdgeg7er431698,15748.637924921788
1j4gl48kx3w625200,2329.603524666938
1j4hr58215c694872,5491.197697157726
1fmeu63e58ua62563,7562.13921945727
2b4fp25b6yr855053,2903.21642432676
5fnrl38727b424521,7941.325250603755
1g6ab5r33d0144028,18754.94511435023
1d7ha16k68j184239,12898.9183372178
1g1ak52f957602626,2681.0546147455225
1d8gt58648w218755,9726.032820888106
1g11c5sl9ef189907,15487.707806788552
5fnyf3h55cb025307,21774.71858993046
1j4gw48n24c120773,5407.522300789546
2b3ka53h37h686434,6633.252954396062
19uua5659xa002897,2261.676303537306
jt2bk12u920040680,4617.396891942885
1g4hd57237u173862,6740.75468629991
2c3ccagt2dh683335,20542.199420733275
5npdh4aexdh321788,11222.422068712203
jn1cv6ar3cm977843,20794.641008935025
3fahp08z47r131014,3824.229781832363
wauffafl1ba096599,20539.2894852733
1g1pf5scxc7224267,9526.723562559815
2hnyd18954h519301,5168.885207823627
1fadp3f26el185674,9740.316736479763
1n4al2ap0bn461388,9554.794040161269
jn1cv6ap2cm622967,20714.950098225603
wmwrf33517tg17673,6151.675514930929
1ftsx21p55ea51757,10999.628933525468
1ftex1cmxdfa39798,24459.088774111027
1j4gs48k86c217044,6012.528390027609
1gnec13v33j181353,6181.080030184716
3fahp0ha2cr398852,9396.495895769216
3fa6p0h90dr152655,13870.468873480382
1ftww31p76ed61744,15558.865234646839
1n4al3ap7dc906455,12091.971569550671
jthbk1eg6c2497691,20829.288678287754
wbaam3333xkc58754,4027.5289536915825
5xxgm4a73dg182609,12940.316678011273
3fa6p0h77dr147953,14586.628268335697
jthcf5c28b5050719,20125.09641501229
1fm5k7f85dgb32072,24600.422133398482
2a4rr5d1xar346670,9481.087619341864
5tfnx4cn1bx002480,21069.829290828602
1fm5k8d87egc50750,23985.10095628043
1fmju1h55cef02858,20852.90887001581
1n4al3ap1ec157167,14873.954873834295
3gtp1ve02cg224288,24536.052670745677
3fa6p0k91dr147926,14873.254455823273
3ln6l2gk2er828137,22271.74059390109
wdbuf26j35a689186,9036.746725515935
jn8az1mw3bw181730,18785.017335925684
5gakraed4cj154842,16054.797305688984
4s4brbcc7e3258193,22442.855791943235
1c3cdfaa0dd346418,11544.78399787148
2a4gm68476r693509,7861.241484111948
5npec4abxch410087,12031.33576069287
2ftrx17w24ca01622,5278.16725377939
1g1pc5sb5e7388352,12470.9162979497
kmhcn4ac4bu605337,6994.427176803941
wddgj4hb2df946456,22416.715546046107
2g4ws52j621182099,3178.835836794391
4t4bf3ek2ar068282,8043.356515333517
3gnfc16008g200289,13420.795082392666
1g1pf5sc9c7123141,9384.795056761079
1gc4k1c84bf188198,15567.485646166415
1fmhk8d88cgb04044,22463.6749059468
1fmdu63x6yza35758,1941.9810372289103
1gchg35u841130250,5734.26484798105
4t1bf1fk3eu420353,15425.533273130506
kmhdu4ad1au120345,3367.1432705492225
wauhfafl9en007707,24990.10988127708
1g1je5sbxe4177567,10443.270971553957
1c4njcbb6cd626250,8259.606174969675
1n4al3ap0dn488504,12044.240872036293
1n6af0ly3en104106,21995.65780543397
ja4ad3a3xez019526,17613.989558434063
1nxbr32ex6z726342,4377.822093420313
1ftfw1et8eke40626,26433.398866069056
3ln6l2j97dr825772,22381.110948397654
jtjhy7ax4a4043487,-11048.518044502347
2c3cdxbg5ch296724,14415.256833599935
kmhdu46d98u345129,5976.863986248815
kmhcn36c47u039206,3104.4985422318496
1n6bd0ct0ac446701,16089.23018134644
1j8ff47w47d278969,8132.939365243898
2gnflnek9d6213977,16484.67359012495
1n4al2ap6cc173940,11726.01348732626
wvgav7ax5cw557624,14147.752225487966
wddgf8bb9br151093,16890.52341858206
2t1burhe2ec145197,13661.687424083548
5uxzv8c55cl425052,1743.6856206241027
4f2cz94103km07125,4542.171833060176
1gndv23148d201589,4351.843709761619
3n1ab6ap8cl743710,10348.934993614213
2d4gp44l56r836085,5465.95337997801
zfbcfach7ez005432,12575.841538172872
1g11c5sa4df210174,12934.34009667367
wbsde93493cf92356,6374.543957545643
jtezu17r640020809,6766.37137411228
1d7hu18n05j577776,6824.513765204164
5uxzv8c50cl423449,7301.835425798315
1fmcu0g94dua54773,15206.794382695976
wbavm1c56dvl64436,23714.030832259316
jnrar07y2xw068040,2812.6188194740516
3gnfk16zx4g256638,5490.131143329042
1gks2ke71er202972,-23524.77300653673
1n4aa5ap5bc818356,14779.314470326071
1g2za5e02a4162107,7868.909526595602
wddsj4eb8en039927,23981.156612261526
wbafr9c57bde82246,22926.57254026165
1g1zc5eu6cf168226,10953.684766487142
3fahp07127r135669,6723.418279708464
jn8af5mr0dt206355,17387.471625376285
2gnflgek4d6317613,14888.780721000523
1ftyr14u47pa62983,4778.468222220533
3fahp07167r268242,5252.205451923082
3fahp0ja6br323614,8448.109971957638
3c4pdcab5dt722691,13227.487398832016
2c3ka53g36h259442,5179.728334693215
1g6dp577870111325,6517.841035882824
wbalm1c5xce633818,-1976.7376957983197
1fafp56u27a143975,4802.376584937026
2g1wb57kx91282523,4565.489767258965
1gndv33188d146487,5267.509890321592
3gnal2ek5ds624027,13929.2741333543
1hgcm826x7a005164,6297.573976004675
5yfbu4ee7cp053023,11191.109497111307
2g1115sl8f9102241,20321.220372180018
waudf98e98a065503,11299.36412797892
ml32a3hj7eh006846,8068.118076912171
2gnaldek8d1183212,16743.935625922848
jnkcv64e49m605537,16506.876750592503
19uua76588a047648,11143.112037357432
5j6rm3h72cl011903,21805.8782595268
3gnca13b79s625392,4259.636705337569
1g6kd54y35u145627,2933.038948680218
3g7da03e62s560251,1804.6567537574338
1fafp53u04g130722,4287.712325907472
1fahp35n39w193281,6572.405214259521
3c63drgl5cg285646,13843.887648544693
3gcek23m39g283237,15791.196533773189
3fahp0ha8cr420725,10705.698058571697
2cnflcew7a6357776,10614.976545461397
3fa6p0hr8dr337732,12655.147768092556
2hgfg3b50eh520607,17036.108234815052
jthbf5c21d5192649,24658.70185013368
4t1be46k49u807083,6239.767288600799
jn1ca21d5vt858757,4794.616877631967
1hgcp2f46ca060346,13886.783436536181
2t1burhe3ec010360,13661.687424083548
2fabp7bv5ax113795,10156.024883972348
jn8az1mw0cw200560,20500.448933146472
1n4al2ap5cc186839,12962.827866029493
5tdza3eh4ds041240,22395.702874510866
2hgfg21597h707424,4505.840832065959
jhlrm4h75cc004670,22261.276930505886
5npeb4ac8dh680075,12136.553016762866
3fa6p0hr5er171882,16511.659037347006
1ftne14w77da27632,5129.935747088351
jtlze4fe7dj031642,12507.940303828873
2d4rn5d16ar459598,9432.511889041903
